#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-02-27T16:24:53 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e57ecdb58ba	
#INFO	-out.max=unlimited	
#INFO	queryParameters=30	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-nav=cat:J/AJ/140/34&tab:{J/AJ/140/34/table3}&key:source=J/AJ/140/34/table1&HTTPPRM:&&-ref=VIZ5e57ecdb58ba&-out.max=50&-out.form=Detailed results&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=Nova&-out=Year&-out=T0&-out=Tpeak&-out=Vpeak&-out=t2&-out=t3&-out=t6&-out=t9&-out=l_VQ&-out=VQ&-out=tQ&-out=n_tQ&-out=Class&-out=lc&-ignore=lc=*&lc=lc&-out=Simbad&Simbad=Simbad&-out=_RA&-out=_DE&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/AJ/140/34/table1&
#-source= J/AJ/140/34/table3
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out=Nova
#-out=Year
#-out=T0
#-out=Tpeak
#-out=Vpeak
#-out=t2
#-out=t3
#-out=t6
#-out=t9
#-out=l_VQ
#-out=VQ
#-out=tQ
#-out=n_tQ
#-out=Class
#-out=lc
#-out=Simbad
#Simbad=Simbad
#-out=_RA
#-out=_DE
#-out.src=J/AJ/140/34/table1
#-source=J/AJ/140/34
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_51400034
#Name: J/AJ/140/34
#Title: Classification of nova light curves (Strope+, 2010)
#Table	J_AJ_140_34_table3:
#Name: J/AJ/140/34/table3
#Title: Definitions and examples of light curve classes
#Column	Class	(A1)	[SPDCOFJ] Class code	[ucd=meta.code.class]
#Column	Def	(a102)	Definition	[ucd=meta.note]
#Column	Ex	(a31)	Examples	[ucd=meta.note]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref]
Class|Def|Ex|Simbad
 | | |
-|------------------------------------------------------------------------------------------------------|-------------------------------|------
S|Smooth; power-law decline with no major fluctuations                                                  |CP Lac, V1668 Cyg, V2275 Cyg   |Simbad
P|Plateau; smooth decline interrupted by a long-lasting nearly flat interval followed by steeper decline|V4633 Sgr, CP Pup, RS Oph      |Simbad
D|Dust dip; decline interrupted by fast decline, minimum, and recovery to just below original decline   |DQ Her, FH Ser, V705 Cas       |Simbad
C|Cusp; power-law decline plus secondary maximum with steepening rise then steep decline                |V2362 Cyg, V1493 Aql, V2491 Cyg|Simbad
O|Oscillations; smooth decline with interval showing quasi-sinusoidal variations                        |V603 Aql, GK Per, V1494 Aql    |Simbad
F|Flat topped; smooth light curve with an extended interval at the peak with near constant brightness   |DO Aql, V849 Oph, BT Mon       |Simbad
J|Jitter; decline displays substantial variability often as short-duration brightenings                 |DK Lac, HR Del, V723 Cas       |Simbad

#Table	J_AJ_140_34_table1:
#Name: J/AJ/140/34/table1
#Title: Catalogued novae and their primary light curve properties
#Column	Nova	(A9)	Nova name	[ucd=meta.id;meta.main]
#Column	Year	(I4)	Year of discovery	[ucd=time.epoch]
#Column	T0	(I7)	Fiducial time (JD)	[ucd=time.epoch]
#Column	Tpeak	(I7)	Peak time (JD)	[ucd=time.epoch]
#Column	Vpeak	(F4.1)	Peak magnitude	[ucd=phot.mag;em.opt.V]
#Column	t2	(I3)	Time to decline by 2mag from maximum	[ucd=time.interval]
#Column	t3	(I3)	Time to decline by 3mag from maximum	[ucd=time.interval]
#Column	t6	(I4)	? Time to decline by 6mag from maximum [NULL integer written as an empty string]	[ucd=time.interval]
#Column	t9	(I4)	? Time to decline by 9mag from maximum [NULL integer written as an empty string]	[ucd=time.interval]
#Column	l_VQ	(A1)	[~>] Limit flag on VQ	[ucd=meta.code.error]
#Column	VQ	(F4.1)	Magnitude in quiescence	[ucd=phot.mag;em.opt.V]
#Column	tQ	(I5)	? Time of quiescence [NULL integer written as an empty string]	[ucd=time.interval]
#Column	n_tQ	(A1)	[a] bright quiescence (1)	[ucd=meta.note]
#Column	Class	(A6)	Class (2)	[ucd=meta.code;src.var]
#Column	lc	(A2)	light curve	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Nova|Year|T0|Tpeak|Vpeak|t2|t3|t6|t9|l_VQ|VQ|tQ|n_tQ|Class|lc|Simbad|_RA|_DE
V446 Her |2437233.000|  230.00|11.03| 0.04|  26
V446 Her |2437241.000|  238.00|11.11| 0.05|  13
V446 Her |2437249.000|  246.00|11.27| 0.08|  20
V446 Her |2437257.000|  254.00|11.29| 0.06|  26
V446 Her |2437265.000|  262.00|11.47| 0.07|  11
V446 Her |2437273.000|  270.00|11.58| 0.12|   6
V446 Her |2437281.000|  278.00|11.57| 0.11|   3
V446 Her |2437289.000|  286.00|11.48| 0.08|   4
V446 Her |2437313.000|  310.00|11.70| 0.15|   1
V446 Her |2437381.000|  378.00|12.03| 0.08|   4
V446 Her |2437397.000|  394.00|11.93| 0.09|   3
V446 Her |2437413.000|  410.00|12.10| 0.08|   7
V446 Her |2437429.000|  426.00|12.34| 0.09|   7
V446 Her |2437445.000|  442.00|12.34| 0.08|   5
V446 Her |2437461.000|  458.00|12.46| 0.05|  17
V446 Her |2437477.000|  474.00|12.59| 0.06|   8
V446 Her |2437493.000|  490.00|12.63| 0.05|  16
V446 Her |2437509.000|  506.00|12.72| 0.09|  14
V446 Her |2437525.000|  522.00|12.66| 0.04|  25
V446 Her |2437541.000|  538.00|12.63| 0.06|  13
V446 Her |2437557.000|  554.00|12.82| 0.05|  21
V446 Her |2437573.000|  570.00|12.78| 0.06|  12
V446 Her |2437589.000|  586.00|12.88| 0.06|   6
V446 Her |2437605.000|  602.00|12.75| 0.06|   6
V446 Her |2437621.000|  618.00|12.73| 0.09|   3
V446 Her |2437637.000|  634.00|12.73| 0.09|   3
V446 Her |2437709.000|  706.00|13.15| 0.11|   2
V446 Her |2437741.000|  738.00|13.10| 0.15|   1
V446 Her |2437773.000|  770.00|12.85| 0.11|   2
V446 Her |2437805.000|  802.00|13.10| 0.08|   4
V446 Her |2437837.000|  834.00|13.63| 0.13|  12
V446 Her |2437869.000|  866.00|13.55| 0.25|   4
V446 Her |2437901.000|  898.00|13.33| 0.10|   4
V446 Her |2437933.000|  930.00|13.60| 0.09|   3
V446 Her |2437965.000|  962.00|13.78| 0.10|   6
V446 Her |2437997.000|  994.00|13.80| 0.15|   1
V446 Her |2438157.000| 1154.00|13.90| 0.11|   2
V446 Her |2438189.000| 1186.00|14.24| 0.20|   5
V446 Her |2438221.000| 1218.00|14.09| 0.16|   8
V446 Her |2438253.000| 1250.00|14.47| 0.30|   3
V446 Her |2438285.000| 1282.00|14.03| 0.11|   3
V446 Her |2438317.000| 1314.00|14.10| 0.17|   4
V446 Her |2438557.000| 1554.00|14.40| 0.16|  10
V446 Her |2438621.000| 1618.00|14.37| 0.09|  18
V446 Her |2438685.000| 1682.00|14.57| 0.09|   7
V446 Her |2438749.000| 1746.00|14.80| 0.15|   1
V446 Her |2438813.000| 1810.00|15.40| 0.15|   1
V446 Her |2438877.000| 1874.00|15.24| 0.08|   5
V446 Her |2438941.000| 1938.00|15.02| 0.07|   6
V446 Her |2439005.000| 2002.00|14.98| 0.08|   9
V446 Her |2439069.000| 2066.00|15.15| 0.11|   2
V446 Her |2439197.000| 2194.00|15.40| 0.15|   1
V446 Her |2439261.000| 2258.00|14.88| 0.30|   4
V446 Her |2439325.000| 2322.00|14.82| 0.17|   5
V446 Her |2439389.000| 2386.00|14.78| 0.09|   6
V446 Her |2439517.000| 2514.00|14.90| 0.15|   1
V446 Her |2439645.000| 2642.00|14.80| 0.08|   4
V446 Her |2439709.000| 2706.00|14.43| 0.36|   4
V446 Her |2439773.000| 2770.00|14.60| 0.10|   6
V446 Her |2440157.000| 3154.00|14.70| 0.15|   1
V446 Her |2440733.000| 3730.00|14.80| 0.15|   1
V446 Her |2440797.000| 3794.00|14.50| 0.15|   1
V446 Her |2440861.000| 3858.00|14.80| 0.15|   1
V446 Her |2441117.000| 4114.00|14.62| 0.07|   5
V446 Her |2441245.000| 4242.00|14.60| 0.15|   1
V446 Her |2441437.000| 4434.00|14.50| 0.15|   1
V446 Her |2441565.000| 4562.00|16.00| 0.15|   1
V446 Her |2441885.000| 4882.00|14.20| 0.21|   2
V533 Her |2438056.500|    0.50| 8.00| 0.15|   1
V533 Her |2438060.500|    4.50| 3.00| 0.15|   1
V533 Her |2438064.500|    8.50| 4.00| 0.15|   1
V533 Her |2438068.500|   12.50| 4.10| 0.15|   1
V533 Her |2438069.500|   13.50| 3.95| 0.11|   2
V533 Her |2438071.500|   15.50| 4.60| 0.15|   1
V533 Her |2438072.500|   16.50| 4.48| 0.08|   4
V533 Her |2438073.500|   17.50| 4.50| 0.14|   2
V533 Her |2438074.500|   18.50| 4.59| 0.10|   8
V533 Her |2438075.500|   19.50| 4.62| 0.11|   9
V533 Her |2438076.500|   20.50| 4.56| 0.07|  12
V533 Her |2438077.500|   21.50| 4.53| 0.04|  16
V533 Her |2438078.500|   22.50| 4.68| 0.10|  12
V533 Her |2438079.500|   23.50| 4.84| 0.09|  10
V533 Her |2438080.500|   24.50| 5.05| 0.05|  10
V533 Her |2438081.500|   25.50| 5.07| 0.07|  13
V533 Her |2438082.500|   26.50| 5.08| 0.05|  24
V533 Her |2438083.500|   27.50| 5.15| 0.03|  41
V533 Her |2438084.500|   28.50| 5.05| 0.04|  14
V533 Her |2438085.500|   29.50| 5.00| 0.08|  10
V533 Her |2438086.500|   30.50| 4.87| 0.07|  13
V533 Her |2438087.500|   31.50| 4.96| 0.06|  14
V533 Her |2438088.500|   32.50| 4.76| 0.07|  11
V533 Her |2438089.500|   33.50| 4.87| 0.06|  14
V533 Her |2438090.500|   34.50| 4.98| 0.10|  13
V533 Her |2438091.500|   35.50| 5.39| 0.04|  19
V533 Her |2438092.500|   36.50| 5.38| 0.05|   9
V533 Her |2438093.500|   37.50| 5.43| 0.07|   9
V533 Her |2438094.500|   38.50| 5.71| 0.16|   8
V533 Her |2438095.500|   39.50| 5.84| 0.08|  12
V533 Her |2438096.500|   40.50| 5.85| 0.08|  15
V533 Her |2438097.500|   41.50| 6.04| 0.07|  14
V533 Her |2438098.500|   42.50| 5.95| 0.08|   4
V533 Her |2438099.500|   43.50| 5.96| 0.07|  14
V533 Her |2438100.500|   44.50| 6.00| 0.08|   5
V533 Her |2438101.500|   45.50| 6.03| 0.08|   4
V533 Her |2438102.500|   46.50| 5.97| 0.11|  10
V533 Her |2438103.500|   47.50| 5.99| 0.06|  18
V533 Her |2438104.500|   48.50| 6.01| 0.06|  14
V533 Her |2438105.500|   49.50| 6.02| 0.09|   5
V533 Her |2438106.500|   50.50| 6.21| 0.05|  16
V533 Her |2438107.500|   51.50| 6.24| 0.05|  18
V533 Her |2438108.500|   52.50| 6.16| 0.06|  10
V533 Her |2438109.500|   53.50| 6.21| 0.05|  12
V533 Her |2438111.000|   55.00| 6.31| 0.03|  44
V533 Her |2438113.000|   57.00| 6.34| 0.02|  53
V533 Her |2438115.000|   59.00| 6.27| 0.07|  22
V533 Her |2438117.000|   61.00| 6.11| 0.03|  47
V533 Her |2438119.000|   63.00| 6.18| 0.04|  35
V533 Her |2438121.000|   65.00| 6.20| 0.06|  21
V533 Her |2438123.000|   67.00| 6.30| 0.03|  12
V533 Her |2438125.000|   69.00| 6.45| 0.02|  38
V533 Her |2438127.000|   71.00| 6.55| 0.03|  22
V533 Her |2438129.000|   73.00| 6.65| 0.03|  16
V533 Her |2438131.000|   75.00| 6.72| 0.03|  25
V533 Her |2438133.000|   77.00| 6.75| 0.02|  50
V533 Her |2438135.000|   79.00| 6.77| 0.04|  40
V533 Her |2438137.000|   81.00| 6.78| 0.04|  21
V533 Her |2438139.000|   83.00| 6.85| 0.03|  24
V533 Her |2438141.000|   85.00| 6.78| 0.03|  36
V533 Her |2438143.000|   87.00| 6.82| 0.05|  13
V533 Her |2438145.000|   89.00| 6.84| 0.03|  28
V533 Her |2438147.000|   91.00| 6.91| 0.03|  19
V533 Her |2438149.000|   93.00| 6.91| 0.04|  19
V533 Her |2438151.000|   95.00| 6.95| 0.05|  17
V533 Her |2438153.000|   97.00| 6.98| 0.06|  15
V533 Her |2438155.000|   99.00| 7.01| 0.06|  14
V533 Her |2438157.000|  101.00| 7.09| 0.07|  15
V533 Her |2438159.000|  103.00| 6.99| 0.06|   7
V533 Her |2438162.000|  106.00| 7.20| 0.03|  40
V533 Her |2438166.000|  110.00| 7.19| 0.04|  29
V533 Her |2438170.000|  114.00| 7.31| 0.04|  42
V533 Her |2438174.000|  118.00| 7.42| 0.03|  51
V533 Her |2438178.000|  122.00| 7.48| 0.06|  27
V533 Her |2438182.000|  126.00| 7.61| 0.05|  42
V533 Her |2438186.000|  130.00| 7.64| 0.11|   9
V533 Her |2438190.000|  134.00| 7.66| 0.07|  10
V533 Her |2438194.000|  138.00| 7.81| 0.04|  38
V533 Her |2438198.000|  142.00| 7.84| 0.05|  34
V533 Her |2438202.000|  146.00| 7.89| 0.04|  41
V533 Her |2438206.000|  150.00| 7.87| 0.04|  43
V533 Her |2438210.000|  154.00| 7.85| 0.05|  17
V533 Her |2438214.000|  158.00| 7.96| 0.04|  24
V533 Her |2438218.000|  162.00| 8.04| 0.06|  17
V533 Her |2438222.000|  166.00| 8.08| 0.05|  26
V533 Her |2438226.000|  170.00| 8.01| 0.04|  27
V533 Her |2438230.000|  174.00| 8.22| 0.05|  30
V533 Her |2438234.000|  178.00| 8.23| 0.04|  33
V533 Her |2438238.000|  182.00| 8.32| 0.05|  32
V533 Her |2438242.000|  186.00| 8.34| 0.05|  23
V533 Her |2438246.000|  190.00| 8.26| 0.08|  13
V533 Her |2438250.000|  194.00| 8.38| 0.05|  19
V533 Her |2438254.000|  198.00| 8.31| 0.05|  28
V533 Her |2438258.000|  202.00| 8.40| 0.06|  27
V533 Her |2438262.000|  206.00| 8.64| 0.06|  25
V533 Her |2438266.000|  210.00| 8.59| 0.08|  25
V533 Her |2438270.000|  214.00| 8.58| 0.08|  22
V533 Her |2438274.000|  218.00| 8.80| 0.08|  15
V533 Her |2438278.000|  222.00| 8.68| 0.07|  12
V533 Her |2438282.000|  226.00| 8.57| 0.09|  16
V533 Her |2438286.000|  230.00| 8.67| 0.07|  21
V533 Her |2438290.000|  234.00| 9.03| 0.13|  11
V533 Her |2438294.000|  238.00| 8.78| 0.12|  14
V533 Her |2438298.000|  242.00| 8.91| 0.10|  15
V533 Her |2438302.000|  246.00| 9.02| 0.10|  15
V533 Her |2438306.000|  250.00| 9.07| 0.06|  19
V533 Her |2438310.000|  254.00| 9.01| 0.09|  21
V533 Her |2438314.000|  258.00| 9.17| 0.07|  23
V533 Her |2438318.000|  262.00| 9.14| 0.05|  22
V533 Her |2438322.000|  266.00| 9.26| 0.06|  12
V533 Her |2438326.000|  270.00| 9.21| 0.04|  21
V533 Her |2438330.000|  274.00| 9.37| 0.06|   9
V533 Her |2438334.000|  278.00| 9.44| 0.07|   5
V533 Her |2438338.000|  282.00| 9.35| 0.07|  15
V533 Her |2438342.000|  286.00| 9.49| 0.06|  11
V533 Her |2438346.000|  290.00| 9.45| 0.07|   6
V533 Her |2438350.000|  294.00| 9.58| 0.07|  11
V533 Her |2438354.000|  298.00| 9.46| 0.13|   5
V533 Her |2438358.000|  302.00| 9.46| 0.07|   8
V533 Her |2438364.000|  308.00| 9.63| 0.09|   8
V533 Her |2438372.000|  316.00| 9.86| 0.10|  11
V533 Her |2438380.000|  324.00| 9.73| 0.13|  13
V533 Her |2438388.000|  332.00| 9.91| 0.11|  13
V533 Her |2438396.000|  340.00|10.05| 0.12|  10
V533 Her |2438404.000|  348.00|10.43| 0.27|   4
V533 Her |2438412.000|  356.00|10.74| 0.13|   5
V533 Her |2438420.000|  364.00|10.32| 0.17|   5
V533 Her |2438428.000|  372.00|10.60| 0.15|   4
V533 Her |2438436.000|  380.00|10.51| 0.14|   9
V533 Her |2438444.000|  388.00|10.69| 0.13|   9
V533 Her |2438452.000|  396.00|10.56| 0.10|   5
V533 Her |2438460.000|  404.00|10.45| 0.16|   6
V533 Her |2438468.000|  412.00|10.59| 0.16|  12
V533 Her |2438476.000|  420.00|10.37| 0.11|   6
V533 Her |2438484.000|  428.00|10.38| 0.11|   5
V533 Her |2438492.000|  436.00|10.84| 0.11|   9
V533 Her |2438500.000|  444.00|10.74| 0.26|   7
V533 Her |2438508.000|  452.00|11.33| 0.09|   3
V533 Her |2438516.000|  460.00|10.98| 0.15|  10
V533 Her |2438524.000|  468.00|11.17| 0.16|  11
V533 Her |2438532.000|  476.00|11.17| 0.12|  19
V533 Her |2438540.000|  484.00|11.14| 0.18|   9
V533 Her |2438548.000|  492.00|11.18| 0.11|  16
V533 Her |2438556.000|  500.00|11.26| 0.13|  15
V533 Her |2438564.000|  508.00|11.16| 0.14|   8
V533 Her |2438572.000|  516.00|11.43| 0.10|  14
V533 Her |2438580.000|  524.00|11.52| 0.07|  18
V533 Her |2438588.000|  532.00|11.43| 0.08|  13
V533 Her |2438596.000|  540.00|11.66| 0.06|  11
V533 Her |2438604.000|  548.00|11.62| 0.08|  12
V533 Her |2438612.000|  556.00|11.64| 0.04|  15
V533 Her |2438620.000|  564.00|11.57| 0.07|  10
V533 Her |2438628.000|  572.00|11.70| 0.08|   4
V533 Her |2438636.000|  580.00|11.69| 0.04|  15
V533 Her |2438644.000|  588.00|11.72| 0.05|  13
V533 Her |2438652.000|  596.00|11.84| 0.04|  12
V533 Her |2438660.000|  604.00|11.70| 0.15|   1
V533 Her |2438668.000|  612.00|11.91| 0.06|  12
V533 Her |2438676.000|  620.00|12.05| 0.11|   4
V533 Her |2438684.000|  628.00|11.92| 0.06|   6
V533 Her |2438692.000|  636.00|11.97| 0.06|   6
V533 Her |2438700.000|  644.00|11.94| 0.13|   5
V533 Her |2438708.000|  652.00|12.03| 0.14|   3
V533 Her |2438716.000|  660.00|11.74| 0.25|   5
V533 Her |2438724.000|  668.00|10.90| 0.15|   1
V533 Her |2438732.000|  676.00|12.30| 0.15|   1
V533 Her |2438748.000|  692.00|12.00| 0.15|   1
V533 Her |2438832.000|  776.00|12.30| 0.15|   1
V533 Her |2438864.000|  808.00|12.34| 0.09|  12
V533 Her |2438896.000|  840.00|12.50| 0.03|  12
V533 Her |2438928.000|  872.00|12.59| 0.06|  23
V533 Her |2438960.000|  904.00|12.73| 0.04|  15
V533 Her |2438992.000|  936.00|12.89| 0.07|  17
V533 Her |2439024.000|  968.00|13.01| 0.14|   9
V533 Her |2439056.000| 1000.00|13.13| 0.16|   4
V533 Her |2439088.000| 1032.00|13.30| 0.09|   3
V533 Her |2439200.000| 1144.00|13.38| 0.25|   5
V533 Her |2439264.000| 1208.00|13.86| 0.12|  11
V533 Her |2439328.000| 1272.00|13.78| 0.09|  23
V533 Her |2439392.000| 1336.00|13.79| 0.10|  12
V533 Her |2439456.000| 1400.00|13.65| 0.25|   2
V533 Her |2439584.000| 1528.00|14.00| 0.14|   2
V533 Her |2439648.000| 1592.00|13.52| 0.11|   9
V533 Her |2439712.000| 1656.00|14.30| 0.28|   5
V533 Her |2439776.000| 1720.00|14.00| 0.09|   3
V533 Her |2439904.000| 1848.00|13.80| 0.11|   2
V533 Her |2439968.000| 1912.00|13.97| 0.09|   3
V533 Her |2440032.000| 1976.00|13.88| 0.06|   6
V533 Her |2440096.000| 2040.00|13.98| 0.11|   5
V533 Her |2440160.000| 2104.00|14.33| 0.29|   3
V533 Her |2440224.000| 2168.00|13.80| 0.15|   1
V533 Her |2440288.000| 2232.00|14.30| 0.15|   1
V533 Her |2440352.000| 2296.00|14.20| 0.09|   3
V533 Her |2440416.000| 2360.00|13.90| 0.09|   3
V533 Her |2440480.000| 2424.00|13.75| 0.18|   2
V533 Her |2440736.000| 2680.00|15.30| 0.15|   1
V533 Her |2440800.000| 2744.00|14.35| 0.11|   2
V533 Her |2440864.000| 2808.00|14.30| 0.21|   3
V533 Her |2440928.000| 2872.00|14.00| 0.15|   1
V533 Her |2441056.000| 3000.00|14.40| 0.09|   5
V533 Her |2441120.000| 3064.00|14.34| 0.06|  13
V533 Her |2441184.000| 3128.00|14.73| 0.14|   8
V533 Her |2441248.000| 3192.00|14.45| 0.11|   2
V533 Her |2441440.000| 3384.00|14.50| 0.09|   7
V533 Her |2441504.000| 3448.00|14.54| 0.06|   7
V533 Her |2441568.000| 3512.00|14.63| 0.04|  11
V533 Her |2441632.000| 3576.00|14.60| 0.15|   1
V533 Her |2441760.000| 3704.00|14.90| 0.15|   1
V533 Her |2441824.000| 3768.00|14.60| 0.15|   1
V533 Her |2441888.000| 3832.00|15.18| 0.18|   6
V533 Her |2441952.000| 3896.00|15.30| 0.14|   2
V827 Her |2446821.300|    0.30| 8.33| 0.14|   3
V827 Her |2446822.300|    1.30| 8.00| 0.35|   2
V827 Her |2446825.800|    4.80| 7.90| 0.33|   3
V827 Her |2446826.300|    5.30| 7.70| 0.15|   1
V827 Her |2446826.800|    5.80| 7.88| 0.25|   4
V827 Her |2446827.300|    6.30| 7.80| 0.15|   1
V827 Her |2446827.800|    6.80| 7.84| 0.06|   7
V827 Her |2446828.300|    7.30| 7.85| 0.18|   2
V827 Her |2446828.800|    7.80| 8.00| 0.13|   4
V827 Her |2446829.300|    8.30| 7.90| 0.15|   1
V827 Her |2446829.800|    8.80| 7.80| 0.11|   2
V827 Her |2446830.500|    9.50| 7.50| 0.12|   3
V827 Her |2446831.500|   10.50| 7.70| 0.21|   2
V827 Her |2446832.500|   11.50| 7.90| 0.11|   2
V827 Her |2446833.500|   12.50| 8.08| 0.08|   4
V827 Her |2446834.500|   13.50| 8.24| 0.07|   5
V827 Her |2446835.500|   14.50| 8.33| 0.10|   3
V827 Her |2446836.500|   15.50| 9.30| 0.11|   2
V827 Her |2446837.500|   16.50| 9.10| 0.19|   3
V827 Her |2446838.500|   17.50| 9.00| 0.15|   1
V827 Her |2446839.500|   18.50| 8.65| 0.11|   2
V827 Her |2446840.500|   19.50| 8.40| 0.15|   1
V827 Her |2446841.500|   20.50| 8.60| 0.11|   2
V827 Her |2446842.500|   21.50| 9.30| 0.15|   1
V827 Her |2446844.500|   23.50| 8.60| 0.15|   1
V827 Her |2446845.500|   24.50| 8.97| 0.18|   3
V827 Her |2446846.500|   25.50| 9.10| 0.21|   2
V827 Her |2446847.500|   26.50| 8.82| 0.13|   6
V827 Her |2446848.500|   27.50| 9.15| 0.11|   2
V827 Her |2446849.500|   28.50| 9.23| 0.18|   3
V827 Her |2446851.000|   30.00| 9.25| 0.10|  15
V827 Her |2446853.000|   32.00| 9.62| 0.08|   6
V827 Her |2446855.000|   34.00| 9.63| 0.17|   4
V827 Her |2446857.000|   36.00| 9.70| 0.08|   4
V827 Her |2446859.000|   38.00| 9.57| 0.14|   7
V827 Her |2446861.000|   40.00| 9.69| 0.10|   9
V827 Her |2446863.000|   42.00| 9.75| 0.11|   4
V827 Her |2446865.000|   44.00| 9.71| 0.10|   7
V827 Her |2446867.000|   46.00| 9.95| 0.13|   4
V827 Her |2446869.000|   48.00|10.07| 0.10|   3
V827 Her |2446871.000|   50.00|10.00| 0.11|   2
V827 Her |2446873.000|   52.00|10.50| 0.09|   3
V827 Her |2446875.000|   54.00|10.37| 0.07|   6
V827 Her |2446877.000|   56.00|10.46| 0.10|   7
V827 Her |2446879.000|   58.00|10.31| 0.06|   8
V827 Her |2446881.000|   60.00|10.60| 0.15|   1
V827 Her |2446883.000|   62.00|10.30| 0.09|   4
V827 Her |2446885.000|   64.00|10.68| 0.08|   4
V827 Her |2446887.000|   66.00|10.55| 0.11|   2
V827 Her |2446891.000|   70.00|10.73| 0.10|   3
V827 Her |2446893.000|   72.00|10.56| 0.07|   5
V827 Her |2446895.000|   74.00|10.78| 0.07|   5
V827 Her |2446897.000|   76.00|10.73| 0.09|   3
V827 Her |2446902.000|   81.00|10.83| 0.09|   3
V827 Her |2446906.000|   85.00|11.03| 0.14|   7
V827 Her |2446910.000|   89.00|10.82| 0.06|  19
V827 Her |2446914.000|   93.00|10.94| 0.05|  13
V827 Her |2446918.000|   97.00|11.18| 0.05|  17
V827 Her |2446922.000|  101.00|11.23| 0.06|   6
V827 Her |2446926.000|  105.00|11.34| 0.07|   8
V827 Her |2446934.000|  113.00|11.32| 0.07|   5
V827 Her |2446938.000|  117.00|11.48| 0.08|  12
V827 Her |2446942.000|  121.00|11.51| 0.05|   8
V827 Her |2446946.000|  125.00|11.75| 0.06|  13
V827 Her |2446950.000|  129.00|11.84| 0.08|   5
V827 Her |2446954.000|  133.00|11.72| 0.07|   5
V827 Her |2446958.000|  137.00|11.90| 0.12|   3
V827 Her |2446962.000|  141.00|11.96| 0.04|  13
V827 Her |2446966.000|  145.00|11.88| 0.07|  10
V827 Her |2446970.000|  149.00|11.92| 0.08|   5
V827 Her |2446974.000|  153.00|11.94| 0.06|  11
V827 Her |2446978.000|  157.00|11.94| 0.07|   8
V827 Her |2446982.000|  161.00|12.04| 0.04|  16
V827 Her |2446986.000|  165.00|12.00| 0.08|   4
V827 Her |2446990.000|  169.00|12.05| 0.09|   8
V827 Her |2446994.000|  173.00|12.10| 0.03|  11
V827 Her |2446998.000|  177.00|12.13| 0.05|  10
V827 Her |2447004.000|  183.00|12.23| 0.05|  13
V827 Her |2447012.000|  191.00|12.40| 0.06|  14
V827 Her |2447020.000|  199.00|12.33| 0.05|  14
V827 Her |2447028.000|  207.00|12.44| 0.03|  25
V827 Her |2447036.000|  215.00|12.61| 0.06|  24
V827 Her |2447044.000|  223.00|12.42| 0.07|  15
V827 Her |2447052.000|  231.00|12.55| 0.05|  20
V827 Her |2447060.000|  239.00|12.62| 0.06|  26
V827 Her |2447068.000|  247.00|12.71| 0.05|  23
V827 Her |2447076.000|  255.00|12.74| 0.09|   9
V827 Her |2447084.000|  263.00|12.85| 0.05|  19
V827 Her |2447092.000|  271.00|12.91| 0.06|  11
V827 Her |2447100.000|  279.00|13.20| 0.12|   5
V827 Her |2447108.000|  287.00|13.40| 0.15|   1
V827 Her |2447116.000|  295.00|13.35| 0.11|   2
V827 Her |2447140.000|  319.00|13.20| 0.15|   1
V827 Her |2447208.000|  387.00|13.47| 0.09|   3
V827 Her |2447224.000|  403.00|13.50| 0.15|   1
V827 Her |2447240.000|  419.00|13.80| 0.15|   1
V827 Her |2447272.000|  451.00|14.20| 0.15|   1
V827 Her |2447288.000|  467.00|14.30| 0.15|   1
V827 Her |2447320.000|  499.00|14.33| 0.08|   4
V827 Her |2447336.000|  515.00|14.30| 0.09|   3
V827 Her |2447352.000|  531.00|14.57| 0.18|   3
V827 Her |2447368.000|  547.00|14.40| 0.23|   4
V827 Her |2447384.000|  563.00|14.87| 0.06|  19
V827 Her |2447400.000|  579.00|14.96| 0.17|   5
V827 Her |2447416.000|  595.00|15.19| 0.10|   8
V827 Her |2447432.000|  611.00|15.70| 0.15|   1
V838 Her |2448340.250|    0.25| 5.40| 0.15|   1
V838 Her |2448340.750|    0.75| 5.30| 0.21|   2
V838 Her |2448341.250|    1.25| 6.65| 0.11|   2
V838 Her |2448341.750|    1.75| 7.47| 0.06|   6
